word,up_count,down_count,total,up1,down1,p_score,polarity
작전/NNG,15.0,3.0,18.0,16.0,4.0,2.611360883244852,Hawikish
완성/NNG,19.0,9.0,28.0,20.0,10.0,1.3056804416224257,Hawikish
반해/VV,40.0,39.0,79.0,41.0,40.0,0.6691612263314932,Dovish
중소기업진흥공단/NNG,11.0,28.0,39.0,12.0,29.0,0.27014078102532946,Dovish
발발/NNG,36.0,42.0,78.0,37.0,43.0,0.5617462365119739,Dovish
쉬/NNG,9.0,12.0,21.0,10.0,13.0,0.5021847852393946,Dovish
투신사/NNG,7.0,8.0,15.0,8.0,9.0,0.580302418498856,Dovish
읽/VV,14.0,16.0,30.0,15.0,17.0,0.5760354889510703,Dovish
대외/NNG;여건/NNG;개선/NNG,7.0,13.0,20.0,8.0,14.0,0.37305155474926455,Dovish
빠/VV,13.0,6.0,19.0,14.0,7.0,1.305680441622426,Hawikish
금리/NNG;인상/NNG;멈추/VV,12.0,4.0,16.0,13.0,5.0,1.6973845741091536,Hawikish
부실기업/NNG,8.0,16.0,24.0,9.0,17.0,0.3456212933706421,Dovish
뜻한다/VV,36.0,16.0,52.0,37.0,17.0,1.4208875394126401,Hawikish
시민/NNG,26.0,23.0,49.0,27.0,24.0,0.7344452484126145,Dovish
전가/NNG,70.0,28.0,98.0,71.0,29.0,1.5983329543998661,Hawikish
지정학/NNG;위험/NNG;완화/NNG,11.0,10.0,21.0,12.0,11.0,0.7121893317940504,Dovish
자기자본비율/NNG,29.0,28.0,57.0,30.0,29.0,0.6753519525633238,Dovish
글로벌/NNG;경기/NNG;둔화/NNG,25.0,12.0,37.0,26.0,13.0,1.305680441622426,Hawikish
인상/NNG;지지/NNG,27.0,5.0,32.0,28.0,6.0,3.046587697118994,Hawikish
주관/NNG,60.0,58.0,118.0,61.0,59.0,0.6749703977878642,Dovish
전장/NNG,213.0,73.0,286.0,214.0,74.0,1.8879433412648587,Hawikish
공중/NNG,21.0,5.0,26.0,22.0,6.0,2.3937474763077806,Hawikish
밀리/VV,114.0,50.0,164.0,115.0,51.0,1.4720906939860685,Hawikish
잔존액/NNG,11.0,19.0,30.0,12.0,20.0,0.3917041324867277,Dovish
연방예금보험공사/NNG,15.0,7.0,22.0,16.0,8.0,1.305680441622426,Hawikish
fed/NNG;긴축/NNG;우려/NNG,15.0,7.0,22.0,16.0,8.0,1.305680441622426,Hawikish
잘/MAG,225.0,206.0,431.0,226.0,207.0,0.7127627531562034,Dovish
aa등급/NNG,185.0,164.0,349.0,186.0,165.0,0.7359289761871856,Dovish
구제/NNG,17.0,15.0,32.0,18.0,16.0,0.7344452484126146,Dovish
터/VV,32.0,12.0,44.0,33.0,13.0,1.657209791290002,Hawikish
경제/NNG;취약/NNG,9.0,12.0,21.0,10.0,13.0,0.5021847852393946,Dovish
채국/NNG,15.0,27.0,42.0,16.0,28.0,0.37305155474926455,Dovish
높/VA;긴축/NNG,45.0,21.0,66.0,46.0,22.0,1.3650295526052634,Hawikish
플랫/NNG,69.0,32.0,101.0,70.0,33.0,1.3848125895995427,Hawikish
완충/NNG,61.0,68.0,129.0,62.0,69.0,0.5866100534825391,Dovish
회사채/NNG;금리/NNG;상승/NNG,15.0,6.0,21.0,16.0,7.0,1.4922062189970582,Hawikish
은행업/NNG,21.0,22.0,43.0,22.0,23.0,0.6244558633846384,Dovish
장단기스프레드/NNG;확대/NNG,26.0,37.0,63.0,27.0,38.0,0.4638601568921776,Dovish
탕/NNG,9.0,8.0,17.0,10.0,9.0,0.7253780231235699,Dovish
파/VV,49.0,43.0,92.0,50.0,44.0,0.7418638872854693,Dovish
리조/NNG,3.0,14.0,17.0,4.0,15.0,0.1740907255496568,Dovish
우대/NNG,35.0,40.0,75.0,36.0,41.0,0.5732255597366747,Dovish
모임/NNG,11.0,5.0,16.0,12.0,6.0,1.3056804416224257,Hawikish
주택가격/NNG;상승/NNG,46.0,54.0,100.0,47.0,55.0,0.5578816432386728,Dovish
주거비/NNG,158.0,69.0,227.0,159.0,70.0,1.4828799301283266,Hawikish
폐해/NNG,6.0,14.0,20.0,7.0,15.0,0.30465876971189937,Dovish
연이/VV,97.0,47.0,144.0,98.0,48.0,1.3328821174895598,Hawikish
공장/NNG,156.0,68.0,224.0,157.0,69.0,1.4854480386573974,Hawikish
라스트/NNG,15.0,4.0,19.0,16.0,5.0,2.089088706595881,Hawikish
공동주택/NNG,13.0,3.0,16.0,14.0,4.0,2.2849407728392457,Hawikish
본업/NNG,13.0,4.0,17.0,14.0,5.0,1.827952618271396,Hawikish
고령화/NNG,76.0,66.0,142.0,77.0,67.0,0.7502790597382597,Dovish
제로금리정책/NNG,8.0,8.0,16.0,9.0,9.0,0.652840220811213,Dovish
금융시장/NNG;부정적/VAX,5.0,12.0,17.0,6.0,13.0,0.3013108711436367,Dovish
수혜자/NNG,8.0,7.0,15.0,9.0,8.0,0.7344452484126146,Dovish
아무리/MAG,20.0,19.0,39.0,21.0,20.0,0.6854822318517736,Dovish
심리/NNG;안정/NNG,15.0,17.0,32.0,16.0,18.0,0.580302418498856,Dovish
유예/NNG,93.0,43.0,136.0,94.0,44.0,1.394704108096682,Hawikish
예상/NNG;매파/NNG,15.0,14.0,29.0,16.0,15.0,0.6963629021986272,Dovish
시세/NNG,46.0,19.0,65.0,47.0,20.0,1.5341745189063503,Hawikish
내수/NNG;진작/NNG,16.0,5.0,21.0,17.0,6.0,1.8497139589651033,Hawikish
저성장/NNG,70.0,62.0,132.0,71.0,63.0,0.7357405663110494,Dovish
수요/NNG;급감/NNG,7.0,14.0,21.0,8.0,15.0,0.3481814510993136,Dovish
사후/NNG,28.0,30.0,58.0,29.0,31.0,0.6107214968879089,Dovish
채/VV,23.0,32.0,55.0,24.0,33.0,0.4747928878627003,Dovish
인플레이션/NNG;하락/NNG,34.0,16.0,50.0,35.0,17.0,1.3440828075524973,Hawikish
투자대상/NNG,25.0,29.0,54.0,26.0,30.0,0.5657948580363846,Dovish
자산/NNG;가격/NNG;거품/NNG,21.0,7.0,28.0,22.0,8.0,1.7953106072308358,Hawikish
인플레이션/NNG;부담/NNG;줄/VV,11.0,11.0,22.0,12.0,12.0,0.6528402208112128,Dovish
선명/NNG,16.0,2.0,18.0,17.0,3.0,3.6994279179302065,Hawikish
농축수산물/NNG;가격/NNG;안정/NNG,8.0,12.0,20.0,9.0,13.0,0.45196630671545507,Dovish
수출산업/NNG,6.0,12.0,18.0,7.0,13.0,0.3515293496675762,Dovish
렌트/NNG,26.0,6.0,32.0,27.0,7.0,2.5180979945575355,Hawikish
회복/NNG;불확실성/NNG,7.0,8.0,15.0,8.0,9.0,0.580302418498856,Dovish
대외/NNG;여건/NNG;악화/NNG,15.0,14.0,29.0,16.0,15.0,0.6963629021986272,Dovish
선형/NNG,16.0,21.0,37.0,17.0,22.0,0.5044674433541191,Dovish
지갑/NNG,9.0,12.0,21.0,10.0,13.0,0.5021847852393946,Dovish
염/NNG,7.0,9.0,16.0,8.0,10.0,0.5222721766489703,Dovish
기대/NNG;인플레이션/NNG;안정/NNG,57.0,21.0,78.0,58.0,22.0,1.7211242185022886,Hawikish
발행물/NNG,116.0,112.0,228.0,117.0,113.0,0.6759496091585125,Dovish
위상/NNG,30.0,11.0,41.0,31.0,12.0,1.6865039037623,Hawikish
심리/NNG;회복/NNG,9.0,9.0,18.0,10.0,10.0,0.6528402208112128,Dovish
긴축/NNG;효과/NNG,93.0,28.0,121.0,94.0,29.0,2.1161027846984144,Hawikish
블/NNG,42.0,43.0,85.0,43.0,44.0,0.6380029430655035,Dovish
불확실성/NNG;위험/NNG,17.0,8.0,25.0,18.0,9.0,1.305680441622426,Hawikish
지준일/NNG,24.0,11.0,35.0,25.0,12.0,1.3600837933566936,Hawikish
만기수익률/NNG,19.0,28.0,47.0,20.0,29.0,0.4502346350422158,Dovish
중복/NNG,16.0,23.0,39.0,17.0,24.0,0.4624284897412758,Dovish
일드커브/NNG,229.0,223.0,452.0,230.0,224.0,0.6703270124400847,Dovish
대보/NNG,11.0,11.0,22.0,12.0,12.0,0.6528402208112128,Dovish
수요/NNG;높/VA,25.0,11.0,36.0,26.0,12.0,1.4144871450909615,Hawikish
면모/NNG,8.0,8.0,16.0,9.0,9.0,0.652840220811213,Dovish
전례/NNG,48.0,44.0,92.0,49.0,45.0,0.7108704626610985,Dovish
국고채/NNG;금리/NNG;인하/NNG,19.0,9.0,28.0,20.0,10.0,1.3056804416224257,Hawikish
벨/VV,13.0,5.0,18.0,14.0,6.0,1.523293848559497,Hawikish
고소득/NNG,7.0,10.0,17.0,8.0,11.0,0.4747928878627003,Dovish
루피아/NNG,17.0,30.0,47.0,18.0,31.0,0.37906851530973656,Dovish
대차/NNG,31.0,34.0,65.0,32.0,35.0,0.5968824875988233,Dovish
메타/NNG,98.0,31.0,129.0,99.0,32.0,2.01972443313469,Hawikish
수출/NNG;증가율/NNG;둔화/NNG,16.0,2.0,18.0,17.0,3.0,3.6994279179302065,Hawikish
실상/NNG,13.0,17.0,30.0,14.0,18.0,0.507764616186499,Dovish
걸음/NNG,14.0,12.0,26.0,15.0,13.0,0.7532771778590919,Dovish
포/NNG,48.0,46.0,94.0,49.0,47.0,0.6806206557393497,Dovish
수송/NNG,22.0,4.0,26.0,23.0,5.0,3.0030650157315795,Hawikish
주화/NNG,49.0,21.0,70.0,50.0,22.0,1.4837277745709385,Hawikish
기간프리미엄/NNG;상승/NNG,21.0,19.0,40.0,22.0,20.0,0.7181242428923342,Dovish
가격/NNG;인하/NNG,9.0,10.0,19.0,10.0,11.0,0.5934911098283754,Dovish
이더리움/NNG,22.0,19.0,41.0,23.0,20.0,0.7507662539328949,Dovish
구조/NNG;개선/NNG,7.0,13.0,20.0,8.0,14.0,0.37305155474926455,Dovish
부정적/VAX;안정/NNG,15.0,6.0,21.0,16.0,7.0,1.4922062189970582,Hawikish
분절/NNG,28.0,6.0,34.0,29.0,7.0,2.7046237719321677,Hawikish
금고/NNG,10.0,11.0,21.0,11.0,12.0,0.5984368690769452,Dovish
택한/VV,8.0,8.0,16.0,9.0,9.0,0.652840220811213,Dovish
상한다/VV,22.0,7.0,29.0,23.0,8.0,1.8769156348322373,Hawikish
캐리/NNG,163.0,179.0,342.0,164.0,180.0,0.5948099789613274,Dovish
부트/NNG,3.0,16.0,19.0,4.0,17.0,0.15360946372028542,Dovish
속해/VV,7.0,8.0,15.0,8.0,9.0,0.580302418498856,Dovish
혼선/NNG,9.0,9.0,18.0,10.0,10.0,0.6528402208112128,Dovish
미국발/NNG,39.0,11.0,50.0,40.0,12.0,2.1761340693707094,Hawikish
고용시장/NNG;둔화/NNG,58.0,13.0,71.0,59.0,14.0,2.751255216275826,Hawikish
거둘/VV,8.0,15.0,23.0,9.0,16.0,0.3672226242063073,Dovish
금리/NNG;낮/VA,62.0,59.0,121.0,63.0,60.0,0.6854822318517736,Dovish
재정/NNG;개선/NNG,10.0,11.0,21.0,11.0,12.0,0.5984368690769452,Dovish
설비/NNG;투자/NNG;감소/NNG,10.0,10.0,20.0,11.0,11.0,0.652840220811213,Dovish
증거금/NNG,9.0,9.0,18.0,10.0,10.0,0.6528402208112128,Dovish
실물/NNG;경제/NNG;위축/NNG,5.0,10.0,15.0,6.0,11.0,0.3560946658970252,Dovish
리볼빙/NNG,35.0,16.0,51.0,36.0,17.0,1.3824851734825685,Hawikish
컴퍼니/NNG,13.0,3.0,16.0,14.0,4.0,2.2849407728392457,Hawikish
인플레이션/NNG;둔화/NNG,116.0,57.0,173.0,117.0,58.0,1.3169363074984812,Hawikish
출산율/NNG,6.0,9.0,15.0,7.0,10.0,0.456988154567849,Dovish
도모/NNG,102.0,90.0,192.0,103.0,91.0,0.7389290411379663,Dovish
경기/NNG;낙관/NNG,21.0,6.0,27.0,22.0,7.0,2.051783551120955,Hawikish
듀레이션/NNG;축소/NNG,20.0,9.0,29.0,21.0,10.0,1.3709644637035472,Hawikish
배출/NNG,49.0,22.0,71.0,50.0,23.0,1.4192178713287238,Hawikish
나타난다는/VV,7.0,13.0,20.0,8.0,14.0,0.37305155474926455,Dovish
보완/NNG,101.0,100.0,201.0,102.0,101.0,0.6593039853737,Dovish
전망/NNG;안정/NNG,19.0,18.0,37.0,20.0,19.0,0.6872002324328557,Dovish
원화/NNG;절하/NNG,16.0,6.0,22.0,17.0,7.0,1.5854691076843743,Hawikish
감세안/NNG,13.0,2.0,15.0,14.0,3.0,3.046587697118994,Hawikish
쏠린/VV,19.0,8.0,27.0,20.0,9.0,1.4507560462471398,Hawikish
저인플레이션/NNG,6.0,17.0,23.0,7.0,18.0,0.2538823080932495,Dovish
내역/NNG,176.0,167.0,343.0,177.0,168.0,0.6878138040689564,Dovish
인상/NNG;중단/NNG,15.0,5.0,20.0,16.0,6.0,1.7409072554965679,Hawikish
표한/VV,7.0,15.0,22.0,8.0,16.0,0.3264201104056065,Dovish
요구불예금/NNG,24.0,11.0,35.0,25.0,12.0,1.3600837933566936,Hawikish
희생/NNG,21.0,8.0,29.0,22.0,9.0,1.595831650871854,Hawikish
유가/NNG,911.0,455.0,1366.0,912.0,456.0,1.305680441622426,Hawikish
급신/NNG,5.0,11.0,16.0,6.0,12.0,0.3264201104056064,Dovish
나이/NNG,12.0,5.0,17.0,13.0,6.0,1.4144871450909615,Hawikish
속성/NNG,21.0,24.0,45.0,22.0,25.0,0.5744993943138674,Dovish
포럼/NNG,64.0,16.0,80.0,65.0,17.0,2.496153785454638,Hawikish
바벨/NNG,7.0,8.0,15.0,8.0,9.0,0.580302418498856,Dovish
장학/NNG,29.0,30.0,59.0,30.0,31.0,0.6317808588495609,Dovish
예상시기/NNG,12.0,5.0,17.0,13.0,6.0,1.4144871450909615,Hawikish
치/NNG,18.0,8.0,26.0,19.0,9.0,1.378218243934783,Hawikish
베이비부머/NNG,8.0,15.0,23.0,9.0,16.0,0.3672226242063073,Dovish
런/NNG,14.0,16.0,30.0,15.0,17.0,0.5760354889510703,Dovish
주전/NNG,18.0,29.0,47.0,19.0,30.0,0.41346547318043486,Dovish
순투자/NNG,20.0,5.0,25.0,21.0,6.0,2.2849407728392452,Hawikish
늦/VV,283.0,125.0,408.0,284.0,126.0,1.471481132622099,Hawikish
엔저현상/NNG,8.0,11.0,19.0,9.0,12.0,0.48963016560840966,Dovish
관해서/VV,23.0,9.0,32.0,24.0,10.0,1.5668165299469108,Hawikish
치이/VV,26.0,7.0,33.0,27.0,8.0,2.2033357452378435,Hawikish
징조/NNG,14.0,4.0,18.0,15.0,5.0,1.9585206624336386,Hawikish
수요/NNG;둔화/NNG,85.0,39.0,124.0,86.0,40.0,1.4036064747441077,Hawikish
발행자금/NNG,14.0,13.0,27.0,15.0,14.0,0.699471665154871,Dovish
매직/NNG,59.0,55.0,114.0,60.0,56.0,0.699471665154871,Dovish
당위/NNG,9.0,13.0,22.0,10.0,14.0,0.46631444343658063,Dovish
소비/NNG;부진/NNG,24.0,26.0,50.0,25.0,27.0,0.6044816859363082,Dovish
롬/NNG,22.0,8.0,30.0,23.0,9.0,1.668369453184211,Hawikish
산재/NNG,35.0,12.0,47.0,36.0,13.0,1.8078652268618203,Hawikish
물가/NNG;상승/NNG;압력/NNG;증대/NNG,8.0,7.0,15.0,9.0,8.0,0.7344452484126146,Dovish
사회안전망/NNG,6.0,10.0,16.0,7.0,11.0,0.4154437768798628,Dovish
기국/NNG,15.0,5.0,20.0,16.0,6.0,1.7409072554965679,Hawikish
기차/NNG,15.0,14.0,29.0,16.0,15.0,0.6963629021986272,Dovish
보태/VV,15.0,13.0,28.0,16.0,14.0,0.7461031094985291,Dovish
옆/NNG,9.0,11.0,20.0,10.0,12.0,0.5440335173426774,Dovish
나와야/VV,20.0,5.0,25.0,21.0,6.0,2.2849407728392452,Hawikish
생결/NNG,4.0,15.0,19.0,5.0,16.0,0.20401256900350404,Dovish
계량/NNG,14.0,13.0,27.0,15.0,14.0,0.699471665154871,Dovish
창업자/NNG,12.0,3.0,15.0,13.0,4.0,2.121730717636442,Hawikish
정신/NNG,14.0,2.0,16.0,15.0,3.0,3.2642011040560646,Hawikish
퇴사/NNG,11.0,4.0,15.0,12.0,5.0,1.5668165299469108,Hawikish
소개/NNG,71.0,87.0,158.0,72.0,88.0,0.5341419988455378,Dovish
반감/NNG,12.0,11.0,23.0,13.0,12.0,0.7072435725454808,Dovish
불안정성/NNG,61.0,54.0,115.0,62.0,55.0,0.7359289761871854,Dovish
고용시장/NNG;강하/VA,15.0,3.0,18.0,16.0,4.0,2.611360883244852,Hawikish
종료/NNG;인상/NNG,14.0,5.0,19.0,15.0,6.0,1.6321005520280323,Hawikish
부수/NNG,13.0,18.0,31.0,14.0,19.0,0.481040162702999,Dovish
차/VV,54.0,53.0,107.0,55.0,54.0,0.664929854529939,Dovish
몫/NNG,22.0,21.0,43.0,23.0,22.0,0.6825147763026317,Dovish
실업률/NNG;낮/VA,40.0,36.0,76.0,41.0,37.0,0.7234175419799926,Dovish
강력히/MAG,11.0,4.0,15.0,12.0,5.0,1.5668165299469108,Hawikish
투자/NNG;증가/NNG,11.0,10.0,21.0,12.0,11.0,0.7121893317940504,Dovish
예상/NNG;상승/NNG,17.0,4.0,21.0,18.0,5.0,2.3502247949203663,Hawikish
국영/NNG,12.0,21.0,33.0,13.0,22.0,0.385769221388444,Dovish
경유/NNG,17.0,4.0,21.0,18.0,5.0,2.3502247949203663,Hawikish
경정/NNG,8.0,8.0,16.0,9.0,9.0,0.652840220811213,Dovish
루어/NNG,9.0,11.0,20.0,10.0,12.0,0.5440335173426774,Dovish
펀더멘털/NNG;부담/NNG,16.0,5.0,21.0,17.0,6.0,1.8497139589651033,Hawikish
들어갔/VV,21.0,28.0,49.0,22.0,29.0,0.49525809854643743,Dovish
특위/NNG,3.0,15.0,18.0,4.0,16.0,0.16321005520280324,Dovish
해협/NNG,18.0,0.0,18.0,19.0,1.0,12.403964195413046,Hawikish
두드리/VV,24.0,4.0,28.0,25.0,5.0,3.2642011040560646,Hawikish
분산투자/NNG,11.0,11.0,22.0,12.0,12.0,0.6528402208112128,Dovish
트리/NNG,113.0,27.0,140.0,114.0,28.0,2.65799232758851,Hawikish
리턴/NNG,8.0,13.0,21.0,9.0,14.0,0.4196829990929226,Dovish
테/NNG,45.0,21.0,66.0,46.0,22.0,1.3650295526052634,Hawikish
둘/VV,24.0,9.0,33.0,25.0,10.0,1.6321005520280323,Hawikish
fed/NNG;통화/NNG;긴축/NNG,42.0,10.0,52.0,43.0,11.0,2.552011772262014,Hawikish
원활히/MAG,42.0,44.0,86.0,43.0,45.0,0.6238250998862701,Dovish
축/MAG,15.0,4.0,19.0,16.0,5.0,2.089088706595881,Hawikish
금리/NNG;하향/NNG,31.0,42.0,73.0,32.0,43.0,0.4858345829292747,Dovish
국도/NNG,14.0,13.0,27.0,15.0,14.0,0.699471665154871,Dovish
임재/NNG,16.0,3.0,19.0,17.0,4.0,2.774570938447655,Hawikish
시정/NNG,10.0,16.0,26.0,11.0,17.0,0.4224260252307849,Dovish
얼라이언스/NNG,13.0,4.0,17.0,14.0,5.0,1.827952618271396,Hawikish
신용등급/NNG;위험/NNG,3.0,18.0,21.0,4.0,19.0,0.13744004648657113,Dovish
이자소득세/NNG,12.0,21.0,33.0,13.0,22.0,0.385769221388444,Dovish
의식/NNG,30.0,32.0,62.0,31.0,33.0,0.6132741468226546,Dovish
뱅킹/NNG,11.0,14.0,25.0,12.0,15.0,0.5222721766489703,Dovish
기부/NNG,16.0,15.0,31.0,17.0,16.0,0.6936427346119137,Dovish
李/NNG,2.0,13.0,15.0,3.0,14.0,0.13989433303097418,Dovish
채안펀드/NNG,43.0,43.0,86.0,44.0,44.0,0.652840220811213,Dovish
채권/NNG;가격/NNG;하락/NNG,6.0,11.0,17.0,7.0,12.0,0.3808234621398742,Dovish
제동/NNG,51.0,23.0,74.0,52.0,24.0,1.4144871450909615,Hawikish
개인자금/NNG,13.0,6.0,19.0,14.0,7.0,1.305680441622426,Hawikish
부를/VV,15.0,7.0,22.0,16.0,8.0,1.305680441622426,Hawikish
기하/VV,42.0,37.0,79.0,43.0,38.0,0.7387402498653198,Dovish
변화율/NNG,14.0,2.0,16.0,15.0,3.0,3.2642011040560646,Hawikish
깔려/VV,10.0,15.0,25.0,11.0,16.0,0.44882765180770895,Dovish
공시일/NNG,13.0,20.0,33.0,14.0,21.0,0.43522681387414197,Dovish
블랙아웃/NNG,59.0,23.0,82.0,60.0,24.0,1.6321005520280323,Hawikish
전망/NNG;약화/NNG,14.0,12.0,26.0,15.0,13.0,0.7532771778590919,Dovish
저물가/NNG,61.0,61.0,122.0,62.0,62.0,0.652840220811213,Dovish
가리/VV,26.0,25.0,51.0,27.0,26.0,0.6779494600731827,Dovish
영국채/NNG,19.0,9.0,28.0,20.0,10.0,1.3056804416224257,Hawikish
판정/NNG,22.0,32.0,54.0,23.0,33.0,0.45500985086842116,Dovish
문턱/NNG,26.0,7.0,33.0,27.0,8.0,2.2033357452378435,Hawikish
유의미/NNG,50.0,24.0,74.0,51.0,25.0,1.3317940504548742,Hawikish
정원/NNG,10.0,11.0,21.0,11.0,12.0,0.5984368690769452,Dovish
맞춰야/VV,21.0,6.0,27.0,22.0,7.0,2.051783551120955,Hawikish
실탄/NNG,15.0,2.0,17.0,16.0,3.0,3.4818145109931358,Hawikish
배율/NNG,18.0,16.0,34.0,19.0,17.0,0.7296449526713557,Dovish
반월/NNG,11.0,5.0,16.0,12.0,6.0,1.3056804416224257,Hawikish
물가/NNG;전망/NNG;하향/NNG,20.0,18.0,38.0,21.0,19.0,0.7215602440544985,Dovish
위탁관리/NNG,36.0,8.0,44.0,37.0,9.0,2.683898685557209,Hawikish
특수은행/NNG,99.0,96.0,195.0,100.0,97.0,0.6730311554754773,Dovish
중기채/NNG,14.0,4.0,18.0,15.0,5.0,1.9585206624336386,Hawikish
피스/NNG,36.0,14.0,50.0,37.0,15.0,1.6103392113343253,Hawikish
가격/NNG;상승/NNG,77.0,36.0,113.0,78.0,37.0,1.3762577627912056,Hawikish
생계비/NNG,12.0,5.0,17.0,13.0,6.0,1.4144871450909615,Hawikish
모델포트폴리오/NNG,5.0,17.0,22.0,6.0,18.0,0.21761340693707099,Dovish
대화/NNG,21.0,24.0,45.0,22.0,25.0,0.5744993943138674,Dovish
수출/NNG;높/VA;증가/NNG,11.0,5.0,16.0,12.0,6.0,1.3056804416224257,Hawikish
명회/NNG,3.0,12.0,15.0,4.0,13.0,0.20087391409575783,Dovish
유가/NNG;상승/NNG,52.0,24.0,76.0,53.0,25.0,1.3840212681197714,Hawikish
양국/NNG,80.0,33.0,113.0,81.0,34.0,1.5552958201678897,Hawikish
경제/NNG;경기/NNG;회복/NNG,7.0,10.0,17.0,8.0,11.0,0.4747928878627003,Dovish
물가/NNG;금융안정/NNG,19.0,7.0,26.0,20.0,8.0,1.6321005520280323,Hawikish
불확실성/NNG;감소/NNG,15.0,13.0,28.0,16.0,14.0,0.7461031094985291,Dovish
증원/NNG,17.0,27.0,44.0,18.0,28.0,0.4196829990929226,Dovish
정정불안/NNG,12.0,16.0,28.0,13.0,17.0,0.4992307570909276,Dovish
지정학/NNG;위험/NNG;확대/NNG,18.0,7.0,25.0,19.0,8.0,1.5504955244266307,Hawikish
경제/NNG;양호/NNG,15.0,7.0,22.0,16.0,8.0,1.305680441622426,Hawikish
여전사/NNG,81.0,82.0,163.0,82.0,83.0,0.6449746759821622,Dovish
산금채/NNG,22.0,63.0,85.0,23.0,64.0,0.23461445435402967,Dovish
물가/NNG;긴축/NNG,15.0,2.0,17.0,16.0,3.0,3.4818145109931358,Hawikish
글로벌/NNG;경기/NNG;회복/NNG,19.0,17.0,36.0,20.0,18.0,0.7253780231235699,Dovish
주의깊/VA,9.0,14.0,23.0,10.0,15.0,0.43522681387414197,Dovish
양질/NNG,10.0,11.0,21.0,11.0,12.0,0.5984368690769452,Dovish
엠/NNG,159.0,69.0,228.0,160.0,70.0,1.4922062189970582,Hawikish
확실히/MAG,120.0,41.0,161.0,121.0,42.0,1.8808015885275418,Hawikish
불안/NNG;해소/NNG,12.0,11.0,23.0,13.0,12.0,0.7072435725454808,Dovish
블록/NNG,11.0,4.0,15.0,12.0,5.0,1.5668165299469108,Hawikish
송금/NNG,24.0,11.0,35.0,25.0,12.0,1.3600837933566936,Hawikish
전기가스업/NNG,22.0,7.0,29.0,23.0,8.0,1.8769156348322373,Hawikish
상생/NNG,57.0,17.0,74.0,58.0,18.0,2.103596267058353,Hawikish
선별/NNG,31.0,31.0,62.0,32.0,32.0,0.652840220811213,Dovish
해외/NNG;투자/NNG;확대/NNG,10.0,10.0,20.0,11.0,11.0,0.652840220811213,Dovish
글로벌/NNG;경기/NNG;침체/NNG;우려/NNG,9.0,11.0,20.0,10.0,12.0,0.5440335173426774,Dovish
위험/NNG;줄/VV,21.0,5.0,26.0,22.0,6.0,2.3937474763077806,Hawikish
반박/NNG,16.0,7.0,23.0,17.0,8.0,1.3872854692238274,Hawikish
저항/NNG,22.0,6.0,28.0,23.0,7.0,2.1450464398082714,Hawikish
치부/NNG,18.0,1.0,19.0,19.0,2.0,6.201982097706523,Hawikish
부족분/NNG,16.0,7.0,23.0,17.0,8.0,1.3872854692238274,Hawikish
경보/NNG,4.0,12.0,16.0,5.0,13.0,0.2510923926196973,Dovish
위험/NNG;회피/NNG;강화/NNG,21.0,5.0,26.0,22.0,6.0,2.3937474763077806,Hawikish
높/VA;물가/NNG;상승/NNG,25.0,7.0,32.0,26.0,8.0,2.121730717636442,Hawikish
금리/NNG;인상/NNG;없/VA,7.0,9.0,16.0,8.0,10.0,0.5222721766489703,Dovish
명절/NNG,13.0,12.0,25.0,14.0,13.0,0.7030586993351524,Dovish
협력사/NNG,25.0,8.0,33.0,26.0,9.0,1.885982860121282,Hawikish
금리/NNG;인상/NNG;긴축/NNG,8.0,11.0,19.0,9.0,12.0,0.48963016560840966,Dovish
가격/NNG;약세/NNG,4.0,12.0,16.0,5.0,13.0,0.2510923926196973,Dovish
도대/NNG,7.0,8.0,15.0,8.0,9.0,0.580302418498856,Dovish
델타/NNG,33.0,10.0,43.0,34.0,11.0,2.0178697734164763,Hawikish
눈앞/NNG,15.0,16.0,31.0,16.0,17.0,0.6144378548811417,Dovish
산신/NNG,4.0,13.0,17.0,5.0,14.0,0.23315722171829031,Dovish
애매/NNG,14.0,13.0,27.0,15.0,14.0,0.699471665154871,Dovish
국의/NNG,24.0,22.0,46.0,25.0,23.0,0.7096089356643619,Dovish
다다랐/VV,13.0,6.0,19.0,14.0,7.0,1.305680441622426,Hawikish
표준/NNG,35.0,30.0,65.0,36.0,31.0,0.7581370306194731,Dovish
섹터별/NNG,205.0,189.0,394.0,206.0,190.0,0.7078162394058414,Dovish
체질/NNG,39.0,37.0,76.0,40.0,38.0,0.6872002324328557,Dovish
차/VA,11.0,5.0,16.0,12.0,6.0,1.3056804416224257,Hawikish
가시권/NNG,7.0,14.0,21.0,8.0,15.0,0.3481814510993136,Dovish
저평가/NNG,58.0,58.0,116.0,59.0,59.0,0.652840220811213,Dovish
국제/NNG;원자재/NNG;가격/NNG;상승/NNG,23.0,8.0,31.0,24.0,9.0,1.7409072554965679,Hawikish
보유고/NNG,9.0,11.0,20.0,10.0,12.0,0.5440335173426774,Dovish
개선/NNG;힘입/VV;회복/NNG,9.0,9.0,18.0,10.0,10.0,0.6528402208112128,Dovish
상임/NNG,9.0,10.0,19.0,10.0,11.0,0.5934911098283754,Dovish
사채발행/NNG,33.0,33.0,66.0,34.0,34.0,0.652840220811213,Dovish
부진/NNG;완화/NNG,12.0,3.0,15.0,13.0,4.0,2.121730717636442,Hawikish
여권/NNG,18.0,6.0,24.0,19.0,7.0,1.7719948850590066,Hawikish
